Feature,Value
major_여상,0.00013456546528537992
major_연극영화과,0.00013426577014465655
major_인문과,0.00013419465117681898
major_작업치료학,0.00013137763336197242
major_경영,0.00012790844857566154
major_방사선,0.0001277404832081289
bef_job_택시운전원,0.0001277125120806789
major_없음,0.000127672413518053
major_회계학,0.00012698142599315316
major_항공정비,0.00012322590201208246
major_식품조리학과,0.00012282415267469336
major_조소학과,0.00012159476380864098
major_금속공학,0.00012015971600663433
major_영어영문학과,0.0001175094628083222
major_식품공학,0.00011692165203576319
major_무용과,0.00011662303142475655
major_의예,0.00011331514480209682
major_간호학과,0.00011172455878257902
major_자동차과,0.00011105192823395697
bef_job_판매직,0.00011051445985995111
able_job_미용사,0.0001101715823116197
major_전기공학과,0.00010968618454589661
major_미술학과,0.00010904796541913232
major_영어영문학,0.00010785186840378276
major_수학,0.00010769873832309052
major_신소재공학,0.00010695985455296305
major_언어학,0.0001066390175766507
major_사진학,0.0001053957088156485
major_신문방송학,0.00010370807899020689
major_건축공학과,0.00010362609571764822
able_job_외국어강사,0.00010275210586433713
major_무역학,0.00010206046563581557
프로그래밍_0,0.00010177367095676499
major_한의학과,0.00010091025932817189
major_경호학과,9.98072887125365e-05
bef_job_학원강사,9.945192291122332e-05
bef_job_농구선수,9.908586904162111e-05
major_전자과,9.902445777970556e-05
major_기계공고과,9.880936102088445e-05
major_성악과,9.799023642702528e-05
able_job_항해사,9.752643032221838e-05
major_유아교육학과,9.740252551801731e-05
major_섬유공학과,9.715862871244733e-05
major_사회복지,9.69131431743819e-05
major_의예과,9.68453153212227e-05
major_화학과,9.672134869648058e-05
bef_job_농업,9.649195052910568e-05
major_영문학,9.636248703974444e-05
major_식품영양학과,9.618999952279409e-05
major_전자공학과,9.573558487855041e-05
bef_job_건설일용직,9.569399785260775e-05
major_문헌정보학,9.565901471747682e-05
major_치의학,9.380683588162019e-05
bef_job_생산직,9.321079402097315e-05
major_정보통신과,9.231171608557268e-05
major_문헌정보,9.142362760680822e-05
major_정보통신학과,9.127584075796152e-05
bef_job_미용사,8.725636719758026e-05
able_job_스피치 강사,8.620426330113478e-05
able_job_사회복지사,8.544543251861723e-05
able_job_마케팅홍보기획,8.501868219366132e-05
major_제품디자인,8.354057181447243e-05
bef_job_서비스직,8.337782974897141e-05
bef_job_은행원,8.28471350792357e-05
major_경제,8.262873225453084e-05
bef_job_유치원 교사,8.17729083275347e-05
major_관광경영과,8.159191363332259e-05
major_산업공학과,8.08967700102957e-05
bef_job_전업주부,8.049066394310753e-05
major_정보통신공학,7.989702155988801e-05
bef_job_사회복지사,7.95405916214403e-05
major_건축학과,7.947109138909261e-05
major_국어국문학,7.869873917565326e-05
major_산업공학,7.851163022252516e-05
major_생명과학,7.833750752559557e-05
major_사회복지학과,7.777673386506423e-05
bef_job_증권사무원,7.743147944794476e-05
major_호텔관광학,7.701128225306943e-05
able_job_감리,7.689172158115928e-05
major_정보통신,7.678246430674442e-05
major_항공우주공학,7.598797023436127e-05
major_공고졸업,7.489648882321546e-05
bef_job_대학시간강사,7.339182994655129e-05
major_상업,7.277309500438202e-05
major_국어국문학과,7.250215629154182e-05
bef_job_용접공,7.247664416973654e-05
bef_job_공무원,7.168591260739684e-05
major_만화,7.063786537687265e-05
bef_job_대학생,7.027301900033235e-05
major_외,7.018191337004343e-05
bef_job_교사,7.018153741327217e-05
able_job_자재관리사무원,6.966544228073731e-05
major_경영과,6.947183249291742e-05
major_무용학과,6.857734716096927e-05
major_전산,6.839660243568108e-05
major_모델,6.837700620022791e-05
major_관광,6.795190042157327e-05
major_환경보건,6.761135674051429e-05
major_임상병리학과,6.659287742886187e-05
major_관광과,6.5896258916103e-05
major_관광통역과,6.527930427038589e-05
major_교통공학과,6.444892334438762e-05
major_화공,6.271095491426069e-05
bef_job_자동차정비원,6.18093763529378e-05
major_경찰행정학과,6.169332449034976e-05
bef_job_건설 일용직,6.008160731528004e-05
major_치위생학과,5.9807495033755035e-05
able_job_자영업,5.940902259389052e-05
major_시각디자인,5.8863228963346575e-05
major_산림자원학,5.837462448340565e-05
major_통계학,5.806646709075647e-05
major_수학과,5.801766598679174e-05
bef_job_교수,5.7188992295324e-05
major_산업디자인,5.6578643414467226e-05
major_재료공학과,5.642157943576282e-05
bef_job_중등교사,5.6200527582722244e-05
major_임상병리,5.613867619443978e-05
able_job_시험 연구관련 컨설팅 자문역,5.5880643722398235e-05
major_실업과,5.58404225194603e-05
major_의료공학과,5.563450972885501e-05
able_job_교수,5.5620969792841274e-05
bef_job_선장,5.556443225666829e-05
major_생물학,5.5368848042147975e-05
major_물리치료학,5.4723599468992185e-05
bef_job_군인,5.461342762558965e-05
major_원예학,5.455652700269454e-05
able_job_대학교수,5.369656521651276e-05
bef_job_거절,5.347384420640673e-05
major_도시공학과,5.3422341427055964e-05
major_영어과,5.3408138518384074e-05
major_자동차튜닝과,5.307205952685664e-05
major_실용음악,5.295231991925471e-05
major_신소재공학과,5.2260766858217793e-05
major_정신건강의학,5.220254384361745e-05
major_언어재활학,5.2152001123793175e-05
major_건축과,5.14694986605894e-05
major_항해학과,5.1045578138544345e-05
major_물리학과,5.0790094113951665e-05
major_청각학과,5.0549454796056074e-05
major_항해,5.053436526730131e-05
bef_job_사무원,5.018131801346334e-05
bef_job_동일,5.005719288928749e-05
major_해양지질학,4.9538962882931454e-05
bef_job_목수,4.9527729442394164e-05
major_응급구조학,4.931657847570418e-05
major_치기공학과,4.927576787211308e-05
bef_job_대학조교,4.9191471486681136e-05
able_job_옷수선,4.88826618125161e-05
major_기계설계,4.871840791964199e-05
able_job_보험설계사,4.863225489376383e-05
major_국악과,4.854069155819107e-05
able_job_법무사,4.7787844393529065e-05
major_호텔경영학,4.7532448535032234e-05
bef_job_대학교수,4.7178205812113176e-05
bef_job_동일함,4.712353571897163e-05
major_사회복지과,4.6935702531977115e-05
major_국어국문,4.672362909478283e-05
major_국문,4.649029333745769e-05
major_방사선학,4.639184574596897e-05
major_국사학,4.6080152566663e-05
major_수산생물학,4.596672978505116e-05
major_컴퓨터 공학,4.496055828480987e-05
major_국어국문과,4.4865578492442796e-05
major_철학,4.479223945436319e-05
able_job_무역상,4.440060642733768e-05
bef_job_물리치료사,4.39407836504323e-05
major_세무회계,4.3818132676566774e-05
major_에너지공학,4.3660197296305824e-05
major_전산과,4.29066890130001e-05
bef_job_일반회사원,4.2902298919872616e-05
major_기관,4.255899072978362e-05
major_생물공학,4.226083457322991e-05
bef_job_제조업,4.221773089936022e-05
major_컴퓨터학,4.202090089959018e-05
major_기록관리학,4.181136595814229e-05
major_여상졸업,4.150553299794888e-05
major_치위생학,4.071797746926813e-05
bef_job_영업직,4.06509491806574e-05
bef_job_아동복지센터 복지사,4.065041028564014e-05
major_행정,4.0399031887774983e-05
able_job_컨설턴트,4.035128099726313e-05
major_토목공학과,4.0220644819167616e-05
major_정보처리,3.9867069197706304e-05
major_음악학과,3.983144458313769e-05
major_상고졸,3.9776054934948334e-05
bef_job_유통업,3.975449971317253e-05
major_에너지자원공학,3.9711969320343135e-05
major_비서학,3.956574250928266e-05
major_교육공학,3.950433628523685e-05
bef_job_건설업,3.9445714205170305e-05
major_멀티미디어창작,3.943545722187819e-05
major_산업디자인학,3.936262552828242e-05
major_의료보장구학,3.920378866268868e-05
major_도자기공예과,3.8752685668011285e-05
major_연극과,3.871822683399023e-05
major_수학교육,3.861538794284357e-05
major_생명공학,3.806272697587677e-05
major_산업디자인과,3.8041726906081115e-05
major_회계학과,3.772628235895029e-05
bef_job_직업군인,3.7660707775474685e-05
bef_job_유치원교사,3.7496781202000354e-05
major_철학과,3.7433742859320246e-05
major_공업,3.733437176790306e-05
major_유아교육과,3.72150248389184e-05
major_물리치료학과,3.7141012157295626e-05
able_job_가구수리원,3.685817126841097e-05
major_유아교육학,3.6853381084051604e-05
major_식품공학과,3.6792089292286445e-05
bef_job_배구선수,3.6752713466643854e-05
major_방송영상학,3.6733113803798866e-05
major_고고미술사학,3.665741586024501e-05
able_job_학원강사,3.662382716030637e-05
major_산업디자인학과,3.649286281463729e-05
major_일어일문학,3.63466846474584e-05
major_피부미용,3.624558514436937e-05
able_job_의류 수선업,3.6185963141354485e-05
major_신문방송학과,3.618354062001296e-05
major_농학,3.600205036170513e-05
major_만화애니메이션,3.594452351305814e-05
major_자동차학,3.5850639131235956e-05
major_토목과,3.5665805091316386e-05
able_job_개업의,3.5586211234073406e-05
able_job_세탁소 운영,3.548000301826635e-05
major_실용음악과,3.5379124843759945e-05
major_농업기계과,3.5074848214546056e-05
bef_job_개발자,3.484081164018118e-05
major_조리,3.4624859552148634e-05
major_실업,3.462014055721659e-05
bef_job_연극배우,3.4598860408111745e-05
major_모델과,3.442567412486955e-05
bef_job_일용직,3.431807659077173e-05
bef_job_보험설계사,3.4201926379011844e-05
major_정치외교학,3.415325385763823e-05
major_디자인과,3.404134519131013e-05
bef_job_철근공,3.3467819102835204e-05
major_환경,3.3120876633010216e-05
major_건축설비학,3.312063690661309e-05
major_아동청소년복지학과,3.292301244709663e-05
major_전자계산학,3.2890204885487454e-05
major_응급구조학과,3.273468190657871e-05
able_job_병원코디네이터,3.250673509286101e-05
major_통계학과,3.247497405193348e-05
major_경호학,3.237792727316351e-05
major_중어중문학,3.20799383864528e-05
major_실내건축디자인,3.185232287571966e-05
major_도시공학,3.169238702400117e-05
major_패션디자인,3.165531575223307e-05
major_회계과,3.161796459598916e-05
able_job_선박 정비사,3.156184959006111e-05
major_조선해양공학,3.146798594367544e-05
major_네일아트학과,3.132594111022491e-05
major_만화 애니메이션과,3.1127326683240045e-05
able_job_중식조리사,3.106499786966766e-05
major_연극영화,3.101817851298654e-05
major_독어독문학,3.06554818298533e-05
bef_job_무역사무원,3.062027171337456e-05
major_비서행정,3.0503610210220785e-05
major_국악,3.016109848713684e-05
bef_job_마트 판매원,3.012453388522035e-05
major_고고학,3.0045938650211446e-05
major_자동차,2.9938178239017665e-05
major_전산학과,2.9734475467920607e-05
major_호텔조리학,2.962299959468069e-05
major_기계학,2.9606870287803192e-05
major_상과,2.955975914566994e-05
major_사무자동화,2.952339432923774e-05
major_생물,2.9511469756987198e-05
major_청각재활학과,2.9480846392761927e-05
major_통신과,2.9463277510204854e-05
bef_job_금형원,2.944698013250106e-05
major_체육교육과,2.943337934337521e-05
bef_job_배관공,2.94302872648479e-05
major_항공교통학,2.9403838658766185e-05
able_job_체육교사,2.939889461848167e-05
major_정보통계학,2.934593708901622e-05
able_job_가이드,2.9266542879017745e-05
bef_job_은행사무원,2.9218248602523343e-05
major_연극영화학과,2.9106440196834335e-05
able_job_연구원,2.880020067066383e-05
major_상업과,2.8667201036808476e-05
major_토목학,2.8636438355333293e-05
able_job_홈페이지 제작자,2.853612382150508e-05
major_사학,2.842456581172045e-05
bef_job_택시기사,2.8335834809331345e-05
major_관광경영학과,2.823333058280096e-05
able_job_경비,2.8206318247640684e-05
major_제어계측공학,2.8140478652463617e-05
major_의과대학,2.803609460543149e-05
major_디지털컨텐츠과,2.78536558984581e-05
major_공고과,2.7654621393025444e-05
major_정보처리과,2.76462730125515e-05
major_해양공학과,2.76337167395032e-05
major_관혁악과,2.755013151228961e-05
bef_job_개인사업,2.7492885673233213e-05
major_디자인,2.7379320919722925e-05
major_MBA,2.7273666863194054e-05
bef_job_토목견적원,2.7258409460326063e-05
major_영상예술,2.7057334172929314e-05
major_디자인학,2.7039356701221267e-05
major_애니메이션,2.694045342942357e-05
able_job_간호사,2.690505218404202e-05
able_job_세무사,2.686336689326841e-05
bef_job_생산관리 사무원,2.676569685745181e-05
bef_job_철물점 운영,2.667298408391923e-05
bef_job_디자이너(패션소품),2.6660433828105806e-05
major_조소,2.6610495620338858e-05
able_job_카피라이터,2.6415702264273335e-05
major_전자전기과,2.636765239533498e-05
bef_job_무직,2.6249151524013523e-05
major_관광학,2.6176591989257085e-05
major_전기전자공학과,2.613453335689128e-05
bef_job_강사,2.6080615599808397e-05
major_뮤지컬,2.5856767334466212e-05
able_job_개발자,2.585443168487119e-05
bef_job_사무경리,2.582220507426315e-05
major_공,2.5732475190179628e-05
major_재료공학,2.5710373061399294e-05
major_무역학과,2.5670390998811836e-05
major_항공우주공학과,2.5641579863560154e-05
major_인문고과,2.5510318583319445e-05
able_job_금융계통,2.550384561468973e-05
bef_job_택배기사,2.543138535028267e-05
major_체육과,2.539079853996382e-05
major_경찰학,2.5387162163253812e-05
major_사회학과,2.5377590231055174e-05
major_음악과,2.5232906185507893e-05
able_job_바리스타,2.516390819384033e-05
bef_job_경리사무원,2.5079220615437243e-05
bef_job_공군,2.5065639490235347e-05
able_job_미장공,2.4975514464601766e-05
major_전산학,2.464934066467165e-05
major_언어치료학과,2.4634093977837656e-05
bef_job_영업,2.4548035366213724e-05
bef_job_식당운영,2.4377504526867293e-05
able_job_떡카페,2.4348442453717285e-05
major_부동산학,2.4115626816156988e-05
major_영어,2.4098098111522872e-05
major_영문,2.383416387867115e-05
major_피아노과,2.378813940739864e-05
able_job_강사,2.3750636446885104e-05
major_일반고,2.3743074271312668e-05
major_자원공학,2.3682303096463876e-05
major_국어학,2.36433851900083e-05
major_약학과,2.360119490316272e-05
major_시각디자인과,2.3430833311000964e-05
bef_job_간호조무사,2.3335020403950423e-05
bef_job_호텔 사무원,2.3282299875518428e-05
major_중국어학과,2.307412936263664e-05
major_맹학교,2.2974486291059413e-05
major_경제과,2.253266247798187e-05
bef_job_판매원,2.250861432858171e-05
major_토목환경공학,2.2443940493161152e-05
major_음악학,2.2421730181384233e-05
major_응급구조,2.2340035274465304e-05
bef_job_비서,2.2331167087604583e-05
bef_job_조리사,2.2288706077928314e-05
major_시각디자인학,2.2286277666791977e-05
major_공과,2.2245942453174067e-05
major_조리과,2.2177067019373576e-05
bef_job_여행가이드,2.2175249144861243e-05
bef_job_서비스업,2.2148552747453774e-05
major_정보처리학,2.213763263398634e-05
able_job_자동차정비원,2.2089083091696197e-05
major_공업화학,2.1928399650630437e-05
major_인문고,2.187361976834626e-05
major_공예,2.1808720034083987e-05
able_job_아나운서,2.1799473620386432e-05
major_건설시스템공학,2.1620221227052966e-05
bef_job_바리스타,2.159664926039995e-05
major_해양컴퓨터공학,2.1585377537010647e-05
major_제과제빵,2.156842849168901e-05
major_신문방송과,2.1417206213183057e-05
able_job_판매직,2.140342533145813e-05
major_정보통신학,2.1201028070871015e-05
bef_job_의류판매원,2.1196960172610086e-05
major_원예과,2.098767004213803e-05
major_안전공학,2.0923954207450023e-05
able_job_웨딩플레너,2.0877938846002267e-05
bef_job_자동차 부품조립원,2.0860881933459175e-05
major_원자력 공학,2.084526825657119e-05
major_금속,2.0819464664644542e-05
major_비즈니스 it,2.0817357059498454e-05
able_job_자동차 부품 판매업,2.0815095166076886e-05
major_전자계산학과,2.0812599970284124e-05
major_경찰행정학,2.0708183777000764e-05
major_사무자동화과,2.0641387232001612e-05
major_응용통계학,2.0609362527772283e-05
major_호텔경영학과,2.0554736559499814e-05
major_교육학과,2.0543979004375648e-05
major_축산학,2.047572331062463e-05
bef_job_택시운전사,2.047323195306735e-05
major_국제통상학과,2.046840086285787e-05
major_미술학,2.041682050285563e-05
major_전기전자과,2.0415354652222178e-05
major_영상학과,2.0401436531042952e-05
bef_job_편의점 판매원,2.0338491477432842e-05
major_불어불문학,2.0191049196254987e-05
major_국문과,2.0178365215208972e-05
able_job_코치 감독,2.0163411375860747e-05
major_호텔조리과,2.0154961506737518e-05
